"MLS #","Cat","Status","Address","City","County","Beds","Baths","Structure Type","Status Contractual Search Date","Current Price","List Price","HOA Fee","Building Name","Lot Size Acres","Main Level Bedrooms","Main Level Full Baths","Main Level Half Baths","Municipality","Pool","Price/SqFt","RATIO Close Price By List Price","RATIO Close Price By Original List Price","Selling Office Name","Total SQFT","Year Built","Zip Code","Legal Subdivision","Age","Original List Price","Above Grade Finished SQFT","DOM","List Agent Full Name","Selling Agent Full Name","List Office Name"
"VAAX2026128","RES","CLS","1100 Quaker Hill Dr #129","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","08/31/23","$373,000","$372,888.00","$70.00","QUAKER HILL","","2","2","0","","Yes - Community","$346.33","1.00030","1.000","","1,077","1991","22314","QUAKER HILL","33","$372,888","1,077","17","Mark S Wilson","Marsha Crawley-Williams","Long & Foster Real Estate, Inc. (LNG78)"
"VAAX2024642","RES","CLS","1100 Quaker Hill Dr #207","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/27/23","$382,500","$375,000.00","$70.70","QUAKER HILL","","2","2","","","Yes - Community","$355.15","1.02000","1.020","Compass","1,077","1991","22314","QUAKER HILL","33","$375,000","1,077","3","Bethany Stalder","Toni A Ghazi","KW Metro Center (KWR19)"
"VAAX2026254","RES","CLS","1100 Quaker Hill Dr #423","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","08/21/23","$405,000","$389,900.00","$70.70","QUAKER HILL","","2","2","","","Yes - Community","$376.04","1.03873","1.039","Compass","1,077","1991","22314","QUAKER HILL","33","$389,900","1,077","4","Shelly L Porter","Grace Chicca","Century 21 Redwood Realty (RDWG2)"
"VAAX2025842","RES","CLS","1111 Powhatan St","Alexandria","Alexandria City, VA","2","1/1","End of Row/Townhouse","09/14/23","$755,000","$750,000.00","","","0.05","","","1","","No Pool","$699.07","1.00667","0.953","McEnearney Associates, Inc.","1,512","1941","22314","VIRGINIA VILLAGE","83","$792,500","1,080","36","Sue S Goodhart","Emily Ihde","Compass (COMPS8)"
"VAAX2026396","RES","CLS","1127 Powhatan St","Alexandria","Alexandria City, VA","3","1/2","End of Row/Townhouse","09/27/23","$771,076","$749,000.00","","","0.05","","","1","","No Pool","$713.96","1.02947","1.029","Weichert, REALTORS","1,548","1941","22314","VIRGINIA VILLAGE","83","$749,000","1,080","6","Herbert Riggs","Suki Woodward","Compass (COMPS7)"
"VAAX2029290","RES","CLS","1213 Powhatan St","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","12/21/23","$858,500","$850,000.00","","","0.05","","1","","","No Pool","$794.91","1.01000","1.010","Samson Properties","1,512","1941","22314","VIRGINIA VILLAGE","83","$850,000","1,080","5","John R Skinner","Peter C Frias","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2021438","RES","CLS","1207 Powhatan St","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","09/01/23","$879,000","$825,000.00","","","0.05","1","1","0","","No Pool","$813.89","1.06545","1.065","Compass","1,512","1941","22314","VIRGINIA VILLAGE","83","$825,000","1,080","6","Elizabeth H Lucchesi","Michael Ploger","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2030220","RES","ACT","10 E Taylor Run Pkwy","Alexandria","Alexandria City, VA","3","2/1","Twin/Semi-Detached","01/08/24","$710,000","$710,000.00","","","0.06","0","0","1","","No Pool","$655.59","","","","1,616","1953","22314","TAYLOR RUN PKWY","71","$710,000","1,083","12","Mattia D'Affuso","","TTR Sotheby's International Realty (TTRS5)"
"VAAX2028358","RES","CLS","180 Cambridge Rd","Alexandria","Alexandria City, VA","3","2","Detached","11/21/23","$612,500","$617,500.00","","","0.18","3","1","","","No Pool","$560.90","0.99190","0.942","McEnearney Associates, Inc.","1,992","1955","22314","CAMERON HEIGHTS","69","$650,000","1,092","30","Joan Cromwell","James R Koppersmith","McEnearney Associates, Inc. (MCE7)"
"VAAX2028756","RES","CLS","907 Princess St","Alexandria","Alexandria City, VA","2","1","Twin/Semi-Detached","01/12/24","$649,900","$649,900.00","","","0.02","","","","","No Pool","$595.15","1.00000","1.000","Samson Properties","1,092","1900","22314","","124","$649,900","1,092","64","Dianna L Bentley","Deborah Ann Longo","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2024760","RES","CLS","316 S Columbus St","Alexandria","Alexandria City, VA","3","1/1","End of Row/Townhouse","08/14/23","$800,001","$799,900.00","","","0.04","0","0","1","","No Pool","$728.60","1.00013","1.000","Compass","1,098","1976","22314","DIP URBAN RENEWAL","48","$799,900","1,098","12","Susan R Barber","Valerie C Klotz","Samson Properties (SAMP1)"
"VAAX2027390","RES","CLS","230 N Payne St","Alexandria","Alexandria City, VA","2","1","Detached","10/02/23","$615,000","$575,000.00","","","0.04","0","0","","","No Pool","$554.05","1.06957","1.070","Century 21 Redwood Realty","1,110","1940","22314","","84","$575,000","1,110","6","Christine Sennott","Frances C Rudd","KW Metro Center (KWR19)"
"VAAX2025944","RES","CLS","631 N Alfred St","Alexandria","Alexandria City, VA","2","2","Detached","08/16/23","$800,000","$824,900.00","","","0.04","2","2","","","No Pool","$720.07","0.96981","0.941","Ron Leffler Real Estate","1,111","1920","22314","","104","$849,900","1,111","17","Christopher J Downey","Ronald Leffler","KW Metro Center (KWR19)"
"VAAX2028820","RES","CLS","318 N Payne St N","Alexandria","Alexandria City, VA","2","2/0","Detached","11/28/23","$478,000","$475,000.00","","","0.04","0","1","0","","No Pool","$429.86","1.00632","1.006","Non Subscribing Office","1,112","1920","22314","","104","$475,000","1,112","1","Marietta K Jemison","Non Member","KW Metro Center (KWR17)"
"VAAX2026886","RES","CLS","525 N Fayette St #213","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","11/15/23","$599,900","$599,900.00","","","","2","2","0","","No Pool","$539.48","1.00000","0.968","Redfin Corporation","1,112","2008","22314","THE HENRY","16","$620,000","1,112","49","Marcella J Covarrubias","Benjamin J Grouby","Compass (COMPS7)"
"VAAX2029240","RES","ACT","625 Slaters Ln #208 WEST","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","11/10/23","$724,990","$724,990.00","","","","2","2","","","No Pool","$650.22","","","","1,115","1986","22314","LAND OF TOWNGATE","38","$724,990","1,115","71","Laurie J Hargadon","","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2024724","RES","CLS","102 Roberts Ln #300","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/26/23","$360,000","$359,900.00","","FORT ELLSWORTH","","2","2","","","Yes - Community","$322.00","1.00028","1.000","Compass","1,118","1974","22314","FORT ELLSWORTH","50","$359,900","1,118","4","Nelson J Vargas","Melanie Pissarius","Samson Properties (SAMP1)"
"VAAX2024702","RES","CLS","520 John Carlyle St #116","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","09/28/23","$699,900","$699,900.00","","CARLYLE SQUARE","","1","1","","","No Pool","$625.47","1.00000","0.952","CENTURY 21 New Millennium","1,119","2007","22314","CARLYLE SQUARE","17","$735,000","1,119","83","Wendy Santantonio","PAUL K CHUNG","McEnearney Associates, Inc. (MCE1)"
"VAAX2020272","RES","CLS","1009 Queen St","Alexandria","Alexandria City, VA","2","3/1","End of Row/Townhouse","09/22/23","$855,000","$865,000.00","","","0.03","","","1","","No Pool","$763.39","0.98844","0.988","McEnearney Associates, Inc.","1,600","1920","22314","","104","$865,000","1,120","16","Rebecca Zemek","Joan M Reimann","KW United (KWR30)"
"VAAX2025826","RES","CLS","1250 S Washington St #315","Alexandria","Alexandria City, VA","1","1/1","Unit/Flat/Apartment","09/05/23","$612,000","$595,000.00","","PORTO VECCHIO","","1","1","1","","Yes - Community","$545.45","1.02857","1.029","Long & Foster Real Estate, Inc.","1,122","1985","22314","PORTO VECCHIO","39","$595,000","1,122","8","Mary K Taylor","Victoria S Kilcullen","McEnearney Associates, Inc. (MCE1)"
"VAAX2029898","RES","ACT","910 Powhatan St #204N","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","01/18/24","$690,000","$690,000.00","","","","2","2","","","No Pool","$613.33","","","","1,125","2010","22314","NORTH WASHINGTON ST COND","14","$690,000","1,125","2","Kristen K Jones","","McEnearney Associates, Inc. (MCE1)"
"VAAX2024136","RES","CLS","510 S Pitt St","Alexandria","Alexandria City, VA","2","2/1","Detached","07/27/23","$930,000","$999,500.00","","","0.02","","","","","No Pool","$825.93","0.93047","0.919","Redfin Corporation","1,425","1999","22314","","25","$1,012,000","1,126","39","Barbara G Beckwith","Jacob Albert Barney","McEnearney Associates, Inc. (MCE1)"
"VAAX2025434","RES","CLS","982 N Royal St","Alexandria","Alexandria City, VA","2","2/1","Interior Row/Townhouse","08/07/23","$625,000","$599,999.00","","WATERGATE OF ALEXANDRIA","","0","0","1","","No Pool","$549.69","1.04167","1.042","EXIT Elite Realty","1,137","1979","22314","WATERGATE OF ALEXANDRIA","45","$599,999","1,137","6","Karen G Kearns","Cody J. Kaila","Weichert, REALTORS (WEI58)"
"VAAX2028386","RES","CLS","974 N Royal St","Alexandria","Alexandria City, VA","2","2/1","Interior Row/Townhouse","12/15/23","$655,000","$675,000.00","","WATERGATE OF ALEXANDRIA","","","","1","","No Pool","$576.08","0.97037","0.856","McEnearney Associates, Inc.","1,137","1979","22314","WATERGATE OF ALEXANDRIA","45","$765,000","1,137","33","Betsy Gorman","Jeffrey Lewis Cann","RLAH @properties (RLAH3)"
"VAAX2024580","RES","CLS","1072 N Royal St","Alexandria","Alexandria City, VA","2","2/0","Interior Row/Townhouse","08/14/23","$780,000","$780,000.00","","WATERGATE OF ALEXANDRIA","","0","0","0","","No Pool","$686.02","1.00000","0.981","Compass","1,137","1977","22314","WATERGATE OF ALEXANDRIA","47","$795,000","1,137","24","Courtney G DeVries","Stephanie Bredahl","McEnearney Associates, Inc. (MCE1)"
"VAAX2027500","RES","CLS","323 Duke St","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","09/27/23","$1,030,000","$1,025,000.00","","","0.02","0","0","","","No Pool","$902.72","1.00488","1.005","McEnearney Associates, Inc.","1,295","1800","22314","","224","$1,025,000","1,141","3","Elizabeth M Bucuvalas","Katherine Bertles Hennigan","Coldwell Banker Realty (CBRB54)"
"VAAX2028778","RES","CLS","900 N Washington St #202E","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","12/08/23","$685,000","$685,000.00","","","","2","2","","","No Pool","$597.73","1.00000","0.980","McEnearney Associates, Inc.","1,146","2009","22314","NORTH WASHINGTON ST COND","15","$699,000","1,146","21","Jennifer O Halm","Tracy B Dunn","Compass (COMPS7)"
"VAAX2026474","RES","CLS","613 S Fayette St","Alexandria","Alexandria City, VA","3","1/1","Interior Row/Townhouse","09/22/23","$830,000","$830,000.00","","","0.05","","","1","","No Pool","$720.49","1.00000","1.000","RLAH @properties","1,728","1950","22314","","74","$830,000","1,152","8","Colleen M Wright","Becca Griffith","McEnearney Associates, Inc. (MCE6)"
"VAAX2025208","RES","CLS","1521 Princess St","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","08/03/23","$844,000","$850,000.00","","","0.03","0","","1","","No Pool","$732.64","0.99294","0.993","Compass","1,728","1967","22314","","57","$850,000","1,152","6","Casey Shaw","Raneem Nassar","McEnearney Associates, Inc. (MCE1)"
"VAAX2027480","RES","CLS","811 Chetworth Pl","Alexandria","Alexandria City, VA","3","2/0","End of Row/Townhouse","10/03/23","$850,500","$799,000.00","","","0.04","0","0","0","","No Pool","$738.28","1.06446","1.064","Compass","1,620","1939","22314","","85","$799,000","1,152","6","Marian Marsten Rosaaen","Michael W Moore","Compass (COMPS4)"
"VAAX2026954","RES","CLS","1220 Portner Rd","Alexandria","Alexandria City, VA","3","2","End of Row/Townhouse","09/29/23","$875,000","$875,000.00","","","0.05","","","","","No Pool","$759.55","1.00000","1.000","Seaport Properties LLC","1,728","1941","22314","VIRGINIA VILLAGE","83","$875,000","1,152","3","Lisa Cameron","Cheryl Monno","Redfin Corporation (REFC1)"
"VAAX2023970","RES","CLS","49 Skyhill Rd #104","Alexandria","Alexandria City, VA","3","2","Unit/Flat/Apartment","11/08/23","$355,000","$345,000.00","","SEMINARY WALK","","3","2","","","No Pool","$306.56","1.02899","1.029","","1,158","1959","22314","SEMINARY WALK","65","$345,000","1,158","110","Joan E Williamson","Jonathan Kacela Holland","Coldwell Banker Realty (CBRB54)"
"VAAX2027522","RES","CLS","2181 Jamieson Ave #906","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","11/07/23","$550,000","$550,000.00","","","","2","2","","","Yes - Community","$473.32","1.00000","0.957","Long & Foster Real Estate, Inc.","1,162","2001","22314","","23","$575,000","1,162","21","Brenda R Stone","Elizabeth H Lucchesi","EXP Realty, LLC (EXPY5)"
"VAAX2029198","RES","CLS","635 Slaters Ln #303E","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","12/15/23","$880,000","$949,900.00","","NONE AVAILABLE","","2","2","","","No Pool","$757.31","0.92641","0.926","Fairfax Realty of Tysons","1,162","2023","22314","","1","$949,900","1,162","20","Elizabeth Ellis","Lala Ragimov","Brookfield Mid-Atlantic Brokerage, LLC (BMABLLC)"
"VAAX2026476","RES","CLS","314 N Payne St","Alexandria","Alexandria City, VA","2","2/1","Detached","09/08/23","$899,950","$899,950.00","","","0.04","0","0","1","","No Pool","$769.19","1.00000","1.000","TTR Sotheby's International Realty","1,170","1920","22314","","104","$899,950","1,170","5","Cynthia Schneider","Jennifer Lloyd Miller","Long & Foster Real Estate, Inc. (LNG8)"
"VAAX2025310","RES","CLS","900 N Washington St #201E","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","09/15/23","$699,000","$709,900.00","","","","2","2","","","No Pool","$596.93","0.98465","0.932","Redfin Corporation","1,171","2009","22314","NORTH WASHINGTON ST COND","15","$749,900","1,171","63","Martine M Irmer","Douglas Ackerson","McEnearney Associates, Inc. (MCE1)"
"VAAX2029512","RES","ACT","625 Slaters Ln #307W","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","11/30/23","$799,900","$799,900.00","","NONE AVAILABLE","","2","2","","","No Pool","$678.46","","","","1,179","2023","22314","","1","$799,990","1,179","51","Elizabeth Ellis","","Brookfield Mid-Atlantic Brokerage, LLC (BMABLLC)"
"VAAX2029306","RES","CLS","505 Colecroft Ct","Alexandria","Alexandria City, VA","3","3","Interior Row/Townhouse","01/05/24","$775,000","$775,000.00","$96.00","","0.02","","","","","No Pool","$653.46","1.00000","1.000","RE/MAX Gateway, LLC","1,621","1986","22314","COLECROFT","38","$775,000","1,186","16","Katherine Foster-Bankey","Renee McMahan","Compass (COMPS2)"
"VAAX2023012","RES","CLS","635 Slaters Ln #G5","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","10/31/23","$750,000","$749,990.00","","NONE AVAILABLE","","2","2","","","No Pool","$627.62","1.00001","1.000","","1,195","2023","22314","LAND OF TOWNGATE","1","$749,990","1,195","127","Elizabeth Ellis","Amy Smith"," (BMABLLC)"
"VAAX2025992","RES","CLS","801 N Fairfax St #212","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","11/02/23","$949,900","$949,900.00","","","","2","2","","","No Pool","$794.90","1.00000","1.000","McEnearney Associates, Inc.","1,195","2022","22314","","2","$949,900","1,195","79","Ingveldur K Scobie","Kristen K Jones","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2021236","RES","CLS","801 N Fairfax St #309","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","09/29/23","$965,000","$979,900.00","","","","2","2","","","No Pool","$807.53","0.98479","0.985","McEnearney Associates, Inc.","1,195","2022","22314","","2","$979,900","1,195","180","Ingveldur K Scobie","Julian T Burke","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2020434","RES","CLS","801 N Fairfax St #416","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/24/23","$1,099,900","$1,099,900.00","","","","2","2","","","No Pool","$920.42","1.00000","1.000","McWilliams/Ballard Inc.","1,195","2022","22314","","2","$1,099,900","1,195","128","Ingveldur K Scobie","Ingveldur K Scobie","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2027358","RES","CLS","107 E Taylor Run Pkwy","Alexandria","Alexandria City, VA","3","1/1","Twin/Semi-Detached","09/18/23","$695,000","$689,000.00","","","0.07","","","1","","No Pool","$580.13","1.00871","1.009","McEnearney Associates, Inc.","1,767","1954","22314","TAYLOR RUN PKWY","70","$689,000","1,198","4","Valerie C Klotz","Kari A Steinberg","Compass (COMPS7)"
"VAAX2026020","RES","CLS","23 E Taylor Run Pkwy","Alexandria","Alexandria City, VA","3","1/1","Twin/Semi-Detached","08/11/23","$702,000","$659,900.00","","","0.07","","","1","","No Pool","$585.00","1.06380","1.064","Compass","1,800","1953","22314","TAYLOR RUN PKWY","71","$659,900","1,200","5","Valerie C Klotz","Meredith L Margolis","Compass (COMPS7)"
"VAAX2027720","RES","CLS","132 Hilton St","Alexandria","Alexandria City, VA","4","1/1","Detached","11/08/23","$705,000","$674,900.00","","","0.12","2","1","","","No Pool","$587.50","1.04460","1.045","RLAH @properties","1,200","1940","22314","GLENMORE","84","$674,900","1,200","4","Martine M Irmer","Blake Davenport","McEnearney Associates, Inc. (MCE1)"
"VAAX2023588","RES","CLS","400 Madison St #407","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","08/17/23","$685,000","$699,900.00","","ALEXANDRIA HOUSE","","2","2","","","Yes - Community","$565.18","0.97871","0.903","Compass","1,212","1975","22314","ALEXANDRIA HOUSE","49","$759,000","1,212","93","Thomas S Hennerty","Marcella J Covarrubias","NetRealtyNow.com, LLC (NRN2)"
"VAAX2027678","RES","CLS","505 E Braddock Rd #708","Alexandria","Alexandria City, VA","3","2","Unit/Flat/Apartment","10/06/23","$610,000","$623,000.00","","COLECROFT  STATION,COLECROFT","","3","2","","","No Pool","$502.89","0.97913","0.979","Real Broker, LLC","1,213","1987","22314","COLECROFT","37","$623,000","1,213","6","Lisa W Groover","Miguel Eduardo Moscol Jr.","McEnearney Associates, Inc. (MCE1)"
"VAAX2025404","RES","CLS","1600 Hunting Creek Dr #A","Alexandria","Alexandria City, VA","2","2","End of Row/Townhouse","08/10/23","$660,000","$649,000.00","","OLD TOWN GREENS","","1","1","","","Yes - Community","$542.76","1.01695","1.017","Compass","1,216","2000","22314","OLD TOWN GREENS","24","$649,000","1,216","4","Koki Waribo Adasi","Ana Maria Menendez","Compass (COMPS2)"
"VAAX2025984","RES","CLS","1602 Hunting Creek Dr #A","Alexandria","Alexandria City, VA","2","2","Interior Row/Townhouse","12/20/23","$689,000","$689,000.00","","OLD TOWN GREENS","","1","1","","","Yes - Community","$566.61","1.00000","1.000","Spring Hill Real Estate, LLC.","1,216","2000","22314","OLD TOWN GREENS","24","$689,000","1,216","4","Rachel Shepherd","Rachel Shepherd","Spring Hill Real Estate, LLC. (SHIL1)"
"VAAX2025794","RES","CLS","1201 N Royal St #705","Alexandria","Alexandria City, VA","1","2/0","Unit/Flat/Apartment","12/13/23","$1,150,000","$1,199,000.00","","","","1","2","0","","No Pool","$942.62","0.95913","0.852","RE/MAX Executives","1,220","2022","22314","","2","$1,350,000","1,220","133","Lauren A Bishop","Christiane Kay","McEnearney Associates, Inc. (MCE1)"
"VAAX2030406","RES","ACT","506 S Payne St","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","01/18/24","$800,000","$800,000.00","","","0.05","","","1","","No Pool","$653.59","","","","1,775","1940","22314","CAVALIER HOMES","84","$800,000","1,224","2","Saad Jamil","","Samson Properties (SAMP1)"
"VAAX2026176","RES","CLS","928 S Fairfax St","Alexandria","Alexandria City, VA","2","2/1","Interior Row/Townhouse","08/24/23","$981,000","$959,000.00","","","0.04","","","1","","No Pool","$801.47","1.02294","1.023","Taylor Properties","1,836","1960","22314","YATES GARDENS","64","$959,000","1,224","6","Kelly M S Balmer","Jennifer Partington","Compass (COMPS1)"
"VAAX2027548","RES","CLS","2181 Jamieson Ave #1501","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","01/05/24","$690,500","$667,000.00","","CARLYLE TOWERS","","2","2","","","Yes - Community","$562.30","1.03523","1.035","Sunny Day Real Estate, Inc.","1,228","2001","22314","","23","$667,000","1,228","5","Samantha M Haberlach","Akrum A Ali","Century 21 Redwood Realty (RDWG7)"
"VAAX2030416","RES","ACT","625 Slaters Ln #306 WEST","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","01/17/24","$864,900","$864,900.00","","","","2","2","","","No Pool","$692.47","","","","1,249","1986","22314","LAND OF TOWNGATE","38","$864,900","1,249","3","Laurie J Hargadon","","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2027024","RES","CLS","1023 N Royal St #209","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","10/02/23","$767,000","$764,900.00","","ABINGDON ROW","","2","2","","","No Pool","$612.13","1.00275","1.003","Fairfax Realty Select","1,253","2007","22314","ABINGDON ROW","17","$764,900","1,253","2","Mary K Taylor","Thuthuy Huynh","McEnearney Associates, Inc. (MCE1)"
"VAAX2025962","RES","CLS","900 N Washington St #405E","Alexandria","Alexandria City, VA","2","2","Penthouse Unit/Flat/Apartment","08/29/23","$752,500","$765,000.00","","900 N WASHINGTON ST CONDOS","","2","2","","","No Pool","$599.60","0.98366","0.984","KW Metro Center","1,255","2009","22314","NORTH WASHINGTON ST COND","15","$765,000","1,255","13","Valerie Jean Wilkinson","Mario Josue Rios","Simmons Realty Group (SMRG1)"
"VAAX2024942","RES","CLS","1308 Oronoco St","Alexandria","Alexandria City, VA","3","1/1","End of Row/Townhouse","10/17/23","$760,000","$760,000.00","","","0.05","3","1","1","","No Pool","$603.17","1.00000","0.951","KW Metro Center","1,260","1961","22314","","63","$799,000","1,260","88","Beverly L Tatum","Mikhael Noufal","TTR Sotheby's International Realty (TTRS6)"
"VAAX2025662","RES","CLS","616 S Washington St","Alexandria","Alexandria City, VA","3","1/1","Detached","08/07/23","$898,500","$899,900.00","","","0.09","0","0","1","","No Pool","$713.10","0.99844","0.998","Keller Williams Capital Properties","1,260","1870","22314","","154","$899,900","1,260","8","Andrew A Peers","Sheena Saydam","Compass (COMPS1)"
"VAAX2026768","RES","CLS","820 Duke St","Alexandria","Alexandria City, VA","3","1/1","Detached","09/06/23","$985,000","$980,000.00","","","0.04","0","0","1","","No Pool","$781.75","1.00510","1.005","TTR Sotheby's International Realty","1,260","1860","22314","","164","$980,000","1,260","7","Jodi W Bentley","Loic C Pritchett","Compass (COMPS5)"
"VAAX2027394","RES","CLS","409 S Washington St","Alexandria","Alexandria City, VA","3","2","Interior Row/Townhouse","10/25/23","$785,000","$785,000.00","","","0.03","0","1","","","No Pool","$610.89","1.00000","1.000","TTR Sotheby's International Realty","1,685","1820","22314","","204","$785,000","1,285","13","Jennifer L Walker","Maxwell E Rabin","McEnearney Associates, Inc. (MCE1)"
"VAAX2027584","RES","CLS","400 Madison St #1009","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","11/14/23","$935,000","$935,000.00","","ALEXANDRIA HOUSE","","2","2","","","Yes - Community","$720.34","1.00000","1.000","EXP Realty, LLC","1,298","1975","22314","ALEXANDRIA HOUSE","49","$935,000","1,298","12","Ann O Kavaljian","Bic N DeCaro","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2028716","RES","CLS","211 S Union St #A","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","11/09/23","$1,150,000","$1,150,000.00","$100.00","","0.02","0","0","1","","No Pool","$879.20","1.00000","1.000","McEnearney Associates, Inc.","1,308","1974","22314","","50","$1,150,000","1,308","3","Elizabeth M Bucuvalas","Linda Murphy","Coldwell Banker Realty (CBRB54)"
"VAAX2027112","RES","CLS","1164 N Pitt St","Alexandria","Alexandria City, VA","2","2","Interior Row/Townhouse","09/28/23","$825,000","$825,000.00","$175.00","CANAL WAY","0.02","","","","","No Pool","$630.25","1.00000","1.000","Century 21 Redwood Realty","1,309","1980","22314","CANAL WAY","44","$825,000","1,309","8","Silvana P Dias","Marc J Vuolo","Cupid Real Estate (CUPID1)"
"VAAX2027368","RES","CLS","528 Tobacco Quay","Alexandria","Alexandria City, VA","2","2/0","Interior Row/Townhouse","10/20/23","$885,000","$914,900.00","$650.00","TOBACCO KEY","0.02","0","0","0","","No Pool","$668.43","0.96732","0.967","Compass","1,324","1979","22314","TOBACCO KEY","45","$914,900","1,324","12","Steven A Moretti","Anna-Louisa A Yon","Samson Properties (SAMP13)"
"VAAX2026454","RES","CLS","813 Duke St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","08/25/23","$1,356,000","$1,295,000.00","","","0.04","","","1","","No Pool","$1,019.55","1.04710","1.047","Long & Foster Real Estate, Inc.","1,995","1960","22314","","64","$1,295,000","1,330","4","Sue S Goodhart","Michael C Manuel","Compass (COMPS8)"
"VAAX2027758","RES","CLS","635 Slaters Ln #202","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","11/02/23","$949,900","$949,900.00","","","","2","2","","","No Pool","$708.35","1.00000","1.000","McWilliams/Ballard Inc.","1,341","1986","22314","LAND OF TOWNGATE","38","$949,900","1,341","9","Laurie J Hargadon","Laurie J Hargadon","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2022142","RES","CLS","635 Slaters Ln #301","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","08/01/23","$988,400","$988,400.00","","NONE AVAILABLE","","2","2","","","No Pool","$733.23","1.00000","1.000","McEnearney Associates, Inc.","1,348","2023","22314","LAND OF TOWNGATE","1","$988,400","1,348","69","Elizabeth Ellis","Kimberly C Peele","Brookfield Management Washington LLC (BMGW1)"
"VAAX2024852","RES","CLS","1111 Oronoco St #330","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","08/14/23","$784,500","$775,000.00","","THE HENRY","","2","2","","","No Pool","$578.54","1.01226","1.012","KW Metro Center","1,356","2008","22314","THE HENRY","16","$775,000","1,356","7","Dominique Rychlik","Eric E Hernandez","Compass (COMPS2)"
"VAAX2028740","RES","CLS","323 Queen St","Alexandria","Alexandria City, VA","2","1/1","Interior Row/Townhouse","12/14/23","$990,000","$1,100,000.00","","","0.05","","","","","No Pool","$729.55","0.90000","0.900","Long & Foster Real Estate, Inc.","1,582","1780","22314","","244","$1,100,000","1,357","22","Donnan C. C Wintermute","Barak Sky","Coldwell Banker Realty (CBRB54)"
"VAAX2027966","RES","CLS","310 Franklin St","Alexandria","Alexandria City, VA","3","2/0","End of Row/Townhouse","12/08/23","$1,060,000","$997,000.00","","","0.04","0","0","0","","No Pool","$781.13","1.06319","1.063","","1,995","1964","22314","","60","$997,000","1,357","4","Sharon Wildberger","Heather C Corey"," (TTRS6)"
"VAAX2027396","RES","CLS","1258 Quaker Hill Dr","Alexandria","Alexandria City, VA","4","3/1","Interior Row/Townhouse","10/24/23","$735,000","$734,900.00","$120.00","","0.03","4","3","1","","Yes - Community","$540.44","1.00014","0.993","TTR Sotheby's International Realty","1,970","1990","22314","QUAKER HILL","34","$739,900","1,360","20","John C Kozyn","Phyllis G Patterson","Century 21 Redwood Realty (RDWG2)"
"VAAX2026408","RES","CLS","1250 Quaker Hill Dr","Alexandria","Alexandria City, VA","4","3/1","End of Row/Townhouse","09/06/23","$750,000","$750,000.00","$120.41","QUAKER HILL - TO","0.04","4","3","1","","Yes - Community","$551.47","1.00000","1.000","RLAH @properties","1,970","1990","22314","QUAKER HILL","34","$750,000","1,360","5","Anne Harris","Francis Allen Miller IV","Long & Foster Real Estate, Inc. (LNG183)"
